subplot,veg_plot,quadrant,species,base_D,height_2021,collection_date,quadrant_fern_tally,,,,,,,,,
A01W,SE,NW,ACSA,2.5,8.7,7/22/21,,,,,,,,,,
A01W,SE,NW,FAGR,8.8,70.5,7/22/21,,,,,,,,,,
A01W,SE,NW,ACRU,0.4,8.1,7/22/21,,,,,,,,,,
A01W,SE,NW,ACSA,2.2,14.7,7/22/21,,,,,,,,,,
A01W,SE,NW,ACPE,6.3,60.4,7/22/21,,,,,,,,,,
A01W,NE,NW,ACPE,5.9,45.4,7/22/21,,,,,,,,,,
A01W,NE,NW,ACPE,4.5,24.2,7/22/21,,,,,,,,,,
A01W,NE,NW,QURU,2.3,17.6,7/22/21,,,,,,,,,,
A01W,NE,NW,ACPE,1.5,11.6,7/22/21,,,,,,,,,,
A01W,NE,NW,ACPE,1.95,10.4,7/22/21,,,,,,,,,,
A01W,NE,NW,ACRU,1.6,12.7,7/22/21,,,,,,,,,,
A01W,NE,NW,ACRU,2.9,26.4,7/22/21,,,,,,,,,,
A01W,NE,NW,FAGR,13.3,124.7,7/22/21,,,,,,,,,,
A01W,NE,NW,ACRU,1.4,11.8,7/22/21,,,,,,,,,,
A02W,SW,NW,ACPE,7.3,99.4,7/22/21,,,,,,,,,,
A02W,SW,NW,ACSA,1.9,16.8,7/22/21,,,,,,,,,,
A02W,SW,NW,ACPE,1.5,18.1,7/22/21,,,,,,,,,,
A02W,SW,NW,FAGR,13,100.7,7/22/21,,,,,,,,,,
A02W,SW,NW,ACPE,1.45,8.7,7/22/21,,,,,,,,,,
A02W,SW,NW,ACRU,2.2,12.3,7/22/21,,,,,,,,,,
A02W,SW,NW,ACRU,0.85,8.1,7/22/21,,,,,,,,,,
A02W,SW,NW,ACRU,0.9,9.2,7/22/21,,,,,,,,,,
A02W,SW,NW,FAGR,12.3,57.8,7/22/21,,,,,,,,,,
A02W,SW,NW,ACPE,1.1,9.3,7/22/21,,,,,,,,,,
A02W,SW,NW,FAGR,6.7,62.9,7/22/21,,,,,,,,,,
A02W,SW,NW,FAGR,6.05,29.8,7/22/21,,,,,,,,,,
A02W,SW,NW,ACSA,1.7,14.2,7/22/21,,,,,,,,,,
A02W,NW,NW,ACSA,4.3,10.7,7/22/21,,,,,,,,,,
A02W,NW,NW,ACRU,2.3,13.6,7/22/21,,,,,,,,,,
A03E,SW,,ACSA,1.8,10.8,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.7,10.5,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.9,13,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,3,12,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,1.9,11.5,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,6.55,89,7/20/21,,,,,,,,,,
A03E,SW,,FAGR,3.45,42,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.45,10.4,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.45,11,7/20/21,,,,,,,,,,
A03E,NW,,ACPE,2.1,14.3,7/20/21,,,,,,,,,,
A03E,NW,,AMEL,2,10,7/20/21,,,,,,,,,,
A03E,NW,,ACPE,1.45,9,7/20/21,,,,,,,,,,
A03E,NW,,ACSA,1.4,10,7/20/21,,,,,,,,,,
A03E,NW,,ACSA,1.5,10.9,7/20/21,,,,,,,,,,
A03E,NW,,ACSA,1.9,14.7,7/20/21,,,,,,,,,,
A03E,NW,,ACSA,2.25,14.6,7/20/21,,,,,,,,,,
A03E,NW,,ACSA,2,14.7,7/20/21,,,,,,,,,,
A03E,NW,,FAGR,2.9,24,7/20/21,,,,,,,,,,
A03E,NW,,ACRU,1,6.8,7/20/21,,,,,,,,,,
A03E,NW,,ACRU,1.45,6.3,7/20/21,,,,,,,,,,
A03E,NW,,ACRU,2.2,19.2,7/20/21,,,,,,,,,,
A03E,NW,,ACRU,1.1,8.5,7/20/21,,,,,,,,,,
A03E,NW,,ACRU,1,8.5,7/20/21,,,,,,,,,,
A03E,NW,,ACRU,1,8,7/20/21,,,,,,,,,,
A03E,NW,,ACRU,1.2,9.5,7/20/21,,,,,,,,,,
A03E,NW,,ACRU,1.3,8.9,7/20/21,,,,,,,,,,
A03E,NW,,FAGR,9.65,123,7/20/21,,,,,,,,,,
A03E,NW,,ACRU,1,8.9,7/20/21,,,,,,,,,,
A03E,NW,,FAGR,6.85,39,7/20/21,,,,,,,,,,
A03E,NW,,ACPE,2.25,24.5,7/20/21,,,,,,,,,,
A03E,NW,,FAGR,6.45,38,7/20/21,,,,,,,,,,
A03E,NW,,ACRU,0.95,10.9,7/20/21,,,,,,,,,,
A03E,NW,,ACRU,1.15,10,7/20/21,,,,,,,,,,
A03E,NW,,ACSA,2.3,7,7/20/21,,,,,,,,,,
A03E,NW,,ACRU,1.15,7,7/20/21,,,,,,,,,,
A03E,NW,,ACSA,1.15,7.8,7/20/21,,,,,,,,,,
A03E,NW,,ACPE,1.2,7,7/20/21,,,,,,,,,,
A03E,NW,,FAGR,8.45,56,7/20/21,,,,,,,,,,
A03E,NW,,FAGR,17.25,210,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.4,10.7,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,0.95,8,7/20/21,,,,,,,,,,
A03E,SW,,ACSA,2.2,10.5,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,7.4,49.5,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,9.9,100,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,4.3,42.5,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,2.85,18.5,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,4.55,50,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,2.1,15.5,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,7.1,40,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.3,10,7/20/21,,,,,,,,,,
A03E,SW,,ACSA,1.1,6.8,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.95,11.2,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.8,12,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.65,7.5,7/20/21,,,,,,,,,,
A03E,SW,,ACSA,1.8,10.6,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,3.2,10,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,4.1,39.5,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1,4.5,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.5,7,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.9,10.1,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,2,13.1,7/20/21,,,,,,,,,,
A03E,SW,,ACSA,2.2,12.5,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.5,10.1,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,2.5,13.5,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,2,9.3,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,2.25,19.4,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.2,10.5,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,1.7,10.3,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,4.25,28.7,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,3.55,14.9,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,1.95,13.9,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.55,9.2,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.35,5.7,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,9.2,90,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.65,11.5,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,2.15,21.5,7/20/21,,,,,,,,,,
A03E,SW,,ACSA,3.1,11,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,2.2,11.4,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,4.25,30.1,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,2.55,14.5,7/20/21,,,,,,,,,,
A03E,SW,,ACSA,1,8,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,2.9,18.3,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,4.9,24.8,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,3,12.7,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,3.1,12.3,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,3,21.6,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,3.3,18.5,7/20/21,,,,,,,,,,
A03E,SW,,AMEL,2.95,35,7/20/21,,,,,,,,,,
A03E,SW,,AMEL,2.95,37,7/20/21,,,,,,,,,,
A03E,SW,,AMEL,3.65,21,7/20/21,,,,,,,,,,
A03E,SW,,AMEL,2.1,13.7,7/20/21,,,,,,,,,,
A03E,SW,,AMEL,2.3,27,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,2.75,25.5,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,4.8,27.5,7/20/21,,,,,,,,,,
A03E,SW,,AMEL,2.6,17.3,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.8,10.3,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.2,10,7/20/21,,,,,,,,,,
A03E,SW,,FAGR,5.45,47,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,0.95,7,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1,4.8,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.55,9.2,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.7,9.7,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.7,10.7,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.95,10.5,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,4.55,27,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,4.85,34,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.75,11.5,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,2.15,12.7,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.95,11.5,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1,7.8,7/20/21,,,,,,,,,,
A03E,SW,,ACSA,3.1,14.5,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,1.95,9,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.4,10,7/20/21,,,,,,,,,,
A03E,SW,,AMEL,1.15,14,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,2.6,17.24,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,2.75,17.5,7/20/21,,,,,,,,,,
A03E,SW,,AMEL,2,21,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,3.05,17.8,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.2,6.4,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,2,7.9,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.45,10.1,7/20/21,,,,,,,,,,
A03E,SW,,FAGR,6.55,42.7,7/20/21,,,,,,,,,,
A03E,NW,,ACSA,1.15,7.2,7/20/21,,,,,,,,,,
A03E,NW,,ACPE,4.45,62,7/20/21,,,,,,,,,,
A03E,NW,,ACRU,1.35,8.6,7/20/21,,,,,,,,,,
A03E,NW,,ACSA,3.45,17.3,7/20/21,,,,,,,,,,
A03E,NW,,ACSA,2.65,12,7/20/21,,,,,,,,,,
A03E,NW,,ACSA,1.35,12,7/20/21,,,,,,,,,,
A03E,NW,,ACSA,2.9,20,7/20/21,,,,,,,,,,
A03E,NW,,FAGR,10.15,80,7/20/21,,,,,,,,,,
A03E,NW,,ACSA,2.45,11.5,7/20/21,,,,,,,,,,
A03E,NW,,FAGR,5.45,38,7/20/21,,,,,,,,,,
A03E,NW,,ACRU,1.7,13.8,7/20/21,,,,,,,,,,
A03E,NW,,ACRU,1.05,7.4,7/20/21,,,,,,,,,,
A03E,NW,,ACRU,1.5,8.1,7/20/21,,,,,,,,,,
A03E,NW,,ACPE,1.25,10,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,2,13.8,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,2.5,15.2,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,2.65,15.5,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,2.35,17.7,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,1.55,18.9,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,1.35,14,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,1.85,13.5,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,9.1,79,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,1.35,10,7/20/21,,,,,,,,,,
A03E,NE,,FAGR,6.1,41.5,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,0.75,7.5,7/20/21,,,,,,,,,,
A03E,NE,,FAGR,4.65,35.5,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,2.2,16.3,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,1.6,14,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,1.7,9.5,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1.4,11.6,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1,11,7/20/21,,,,,,,,,,
A03E,NE,,POGR,4.6,58.5,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,1.7,11,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,1.3,11.6,7/20/21,,,,,,,,,,
A03E,NE,,FAGR,13.05,83,7/20/21,,,,,,,,,,
A03E,NE,,FAGR,10.6,69,7/20/21,,,,,,,,,,
A03E,NE,,FAGR,12.2,150,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1,7,7/20/21,,,,,,,,,,
A03E,NE,,FAGR,6.65,45.1,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,2.1,18.6,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,3.2,25,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.55,8.5,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.11,6,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.1,8,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.2,8.5,7/20/21,,,,,,,,,,
A03E,SW,,ACSA,1.95,8.4,7/20/21,,,,,,,,,,
A03E,SW,,ACSA,1.45,4.2,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,3.55,12.4,7/20/21,,,,,,,,,,
A03E,SW,,ACSA,1.45,8.3,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.5,11.1,7/20/21,,,,,,,,,,
A03E,SW,,ACSA,1.95,11,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,1.75,11.4,7/20/21,,,,,,,,,,
A03E,SW,,ACSA,1.7,12.4,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,1.3,8.4,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,10.1,96,7/20/21,,,,,,,,,,
A03E,SW,,FAGR,4.95,37,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,4.6,29.4,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,11.6,97,7/20/21,,,,,,,,,,
A03E,SW,,FAGR,10,144,7/20/21,,,,,,,,,,
A03E,SW,,ACSA,1.4,7.8,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.5,9.2,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.7,14.5,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,0.75,11.5,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,2.4,13.5,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.5,11,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.45,11,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,0.75,7.2,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.8,10,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.8,10.3,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,3.75,25,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,2.4,11,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.25,7,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,2.25,14.5,7/20/21,,,,,,,,,,
A03E,SW,,ACSA,1.75,13.6,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,2.3,16.9,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,0.9,5.8,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,2.2,19.9,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,1.5,9.4,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,2.1,15,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.35,10,7/20/21,,,,,,,,,,
A03E,SW,,ACSA,1.75,9.7,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1.45,9.5,7/20/21,,,,,,,,,,
A03E,SW,,ACPE,1.35,13,7/20/21,,,,,,,,,,
A03E,SW,,ACSA,1.8,9.5,7/20/21,,,,,,,,,,
A03E,SW,,ACRU,1,8.5,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,2.15,13.9,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1.3,11.8,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,1.25,8.7,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,1.15,8.6,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,2.55,15,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,2,13.1,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,4,17,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,2.2,13.3,7/20/21,,,,,,,,,,
A03E,NE,,POTR,6,70.9,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,5.55,15,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1.55,12.6,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,2.45,16.9,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1.85,13.7,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,1.45,6.8,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1.7,14,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,1.25,6.4,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1.5,10.4,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,1,5.3,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1.7,13.4,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,1.8,15.6,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1.35,9.6,7/20/21,,,,,,,,,,
A03E,NE,,FAGR,8,55.5,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,2.25,19,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,3.75,37,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,1.65,22,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,1.25,7,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1.25,14.9,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1.8,13.4,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,2.85,13.5,7/20/21,,,,,,,,,,
A03E,NE,,FAGR,11.45,91.5,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1.25,9,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1.15,10.7,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1.7,12,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.5,10.4,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,4.6,69,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.4,10.7,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,2.3,13,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,1.25,5.4,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,6.85,75.8,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,8,85,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,4.8,33.7,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,3.65,27.5,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,2.3,19.4,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,1.15,5.4,7/20/21,,,,,,,,,,
A03E,SE,,ACSA,1.1,8.9,7/20/21,,,,,,,,,,
A03E,SE,,ACSA,1.8,8.4,7/20/21,,,,,,,,,,
A03W,NE,SE,ACSA,3.2,21,7/21/21,,,,,,,,,,
A03W,NE,SE,FAGR,1.8,11.4,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,1.2,6.1,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,9.85,67.4,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,5.7,31.8,7/21/21,,,,,,,,,,
A03W,NE,SE,ACSA,2,14.3,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,7.65,54.2,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,2.5,16.4,7/21/21,,,,,,,,,,
A03W,NE,SE,AMEL,1.55,19,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,1,5.7,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,2.2,18.1,7/21/21,,,,,,,,,,
A03W,NE,SE,ACSA,2,11.2,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,4.25,32.6,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,2,16.4,7/21/21,,,,,,,,,,
A03W,NE,SE,ACRU,1.8,13.3,7/21/21,,,,,,,,,,
A03W,NE,SE,ACSA,3.3,19.5,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,5.85,31.4,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,11.6,64.1,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,3.6,28.7,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,3.65,32,7/21/21,,,,,,,,,,
A03W,NE,SE,ACRU,2.45,19.9,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,1.55,8.5,7/21/21,,,,,,,,,,
A03W,NE,SE,ACRU,1.2,6.1,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,2.2,19.6,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,2.6,15.8,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,4.4,39.6,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,4.55,53.2,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,1.7,12.6,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,1.15,6.7,7/21/21,,,,,,,,,,
A03W,NE,SE,ACPE,9.35,81.1,7/21/21,,,,,,,,,,
A03W,NE,SE,ACRU,1.15,6.4,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,6.2,73,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,6.1,91.1,7/21/21,,,,,,,,,,
A03W,NE,NW,FAGR,4.9,36.5,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,9.5,110.5,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,2.2,22.5,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,1.2,6.2,7/21/21,,,,,,,,,,
A03W,NE,NW,ACRU,1.1,8.9,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,2.4,16.6,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,2.6,19.7,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,2.3,18.4,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,3.4,25.3,7/21/21,,,,,,,,,,
A03W,NE,NW,ACRU,0.8,7.3,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,1,7.6,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,7.55,60,7/21/21,,,,,,,,,,
A03W,NE,NW,ACSA,2.2,15.2,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,1.25,8.1,7/21/21,,,,,,,,,,
A03W,NE,NW,AMEL,1.9,20.1,7/21/21,,,,,,,,,,
A03W,NE,NW,ACRU,1,10,7/21/21,,,,,,,,,,
A03W,NE,NW,ACRU,1.45,9.1,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,1.1,10.4,7/21/21,,,,,,,,,,
A03W,NE,NW,ACRU,1.7,10.6,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,0.9,5,7/21/21,,,,,,,,,,
A03W,NE,NW,ACRU,0.9,8.8,7/21/21,,,,,,,,,,
A03W,NE,NW,ACSA,1.7,12,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,1.9,12.2,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,1.1,7.8,7/21/21,,,,,,,,,,
A03W,NE,NW,ACSA,1.55,9.1,7/21/21,,,,,,,,,,
A03W,NE,NW,ACSA,1.75,13.4,7/21/21,,,,,,,,,,
A03W,NE,NW,ACRU,1.15,8.3,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,1.2,10.1,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,3.65,39,7/21/21,,,,,,,,,,
A03W,NE,NW,ACPE,5.7,59.5,7/21/21,,,,,,,,,,
A03W,SE,NW,ACPE,4.15,31.4,7/21/21,,,,,,,,,,
A03W,SE,NW,ACPE,7.1,54.7,7/21/21,,,,,,,,,,
A03W,SE,NW,ACPE,0.9,5.9,7/21/21,,,,,,,,,,
A03W,SE,NW,ACPE,2.95,14.7,7/21/21,,,,,,,,,,
A03W,SE,NW,ACPE,1.45,9.6,7/21/21,,,,,,,,,,
A03W,SE,NW,ACPE,2.2,14.8,7/21/21,,,,,,,,,,
A03W,SE,NW,FAGR,1.6,12.6,7/21/21,,,,,,,,,,
A03W,SE,NW,ACSA,2.55,9.6,7/21/21,,,,,,,,,,
A03E,NE,,ACSA,2.2,18.4,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1.7,10.6,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,2.2,22,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,1.95,15.7,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,0.9,4.6,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,1,8.5,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,2.3,22.5,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1.15,10.5,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,2.6,17.8,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,2.2,15.9,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,4.85,33.5,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,2.55,14.2,7/20/21,,,,,,,,,,
A03E,NE,,ACRU,1.4,7.2,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,0.75,6.1,7/20/21,,,,,,,,,,
A03E,NE,,ACPE,1.7,8,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,1.4,10.7,7/20/21,,,,,,,,,,
A03E,NE,,ACSA,1.7,10,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,7.55,75.9,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,0.8,5.7,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,0.9,4,7/20/21,,,,,,,,,,
A03E,SE,,AMEL,2,15.1,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,2,9,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,1.3,1.8,7/20/21,,,,,,,,,,
A03E,SE,,FAGR,8.4,72,7/20/21,,,,,,,,,,
A03E,SE,,ACPE,8.3,108.5,7/20/21,,,,,,,,,,
A03E,SE,,ACRU,1.15,9,7/20/21,,,,,,,,,,
